LocalID,PageID,VisitID,PageName,CatName,CatID,ExtCatName,ExtCatID,TopicName,TopicID,TimeOnPage,PageScore,SequenceNumber
661071,3044,6613,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661072,3129,6613,sightseeing tours,Search,2,Catalog,5,Tours with accommodation,8,30,50,2
661073,4248,6614,scotland spades from south to north,Trip,3,undetected,-1,Tourism,1,30,30,1
661074,3089,6615,Bulgaria,Search,2,Catalog,5,Bulgaria,15,30,30,1
661078,3046,6616,hiking,Search,2,Catalog,5,Hiking,3,120,286,4
661075,3105,6616,Scotland on foot from south to north Scotland vacation 05,Trip,3,undetected,-1,Tourism,1,360,360,1
661076,4251,6616,ireland wales ireland land Celtic traditions and nature parks and hiking vacation Wales 05,Trip,3,undetected,-1,Tourism,1,180,304,2
661077,3847,6616,transition Höllengebirge and imperial thermal infernal mountains foothills alp,Trip,3,undetected,-1,Hiking,3,120,251,3
661079,3151,6616,"Austro around lakes, mountains and lakes of the Salzkammergut cycling tour",Trip,3,undetected,-1,cyclo,4,30,78,5
661080,3044,6617,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661081,3065,6617,CATALOG,Info,4,Send catalog,7,In general,1000,60,101,2
661082,3410,6618,Hungary Budapest monuments and thermal spas and Bratislava,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
661083,3044,6619,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661084,4082,6620,Kalahari Bushmen expedition builds on himba,Trip,3,undetected,-1,challenging expedition,18,30,30,1
661085,3429,6621,Pamir Pik Lenin,Trip,3,undetected,-1,VHT,21,30,30,1
661086,3387,6622,corsica sardinia,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
661087,4252,6623,Scotland on the Isle of Skye Isle of harris lewis,Trip,3,undetected,-1,Tourism,1,30,30,1
661088,3044,6624,TravelAgency,Info,1,homepage,1,In general,1000,600,600,1
661089,3129,6624,sightseeing tours,Search,2,Catalog,5,Tours with accommodation,8,30,50,2
661090,3469,6624,Germany Denmark Hanseatic cities of the Baltic and Danish Kingdom,Trip,3,undetected,-1,Tours with accommodation,8,30,62,3
661091,4253,6625,Lefkada kreta Spain,Search,2,Catalog,5,Neni,-1,30,30,1
661092,3065,6626,CATALOG,Info,4,Send catalog,7,In general,1000,30,30,1
661093,3146,6627,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661094,3294,6628,Poland Great Circle Poland,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
661095,4254,6629,Austrian Steyr and Enns tour water and rating,Trip,3,undetected,-1,rafting,24,30,30,1
661096,3203,6630,lastminute,Search,2,Catalog,5,Lastminute,101,30,30,1
661097,3067,6630,Aeolian Islands,Search,2,Catalog,5,Lipari,10,60,101,2
661098,3116,6630,accommodation with private transportation,Search,2,Catalog,5,Holiday Shipping,13,60,125,3
661099,3053,6630,light hiking,Search,2,Catalog,5,Neni,-1,60,143,4
661100,3067,6630,Aeolian Islands,Search,2,Catalog,5,Lipari,10,60,156,5
661102,3058,6630,lastminute,Search,2,Catalog,5,Lastminute,101,30,88,7
661103,3067,6630,Aeolian Islands,Search,2,Catalog,5,Lipari,10,660,2032,8
661104,3374,6630,Sicily Aeolian Islands Sicily holiday visits involving 05 stay with tours,Trip,3,undetected,-1,Lipari,10,30,95,9
661101,3064,6630,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,120,335,6
661105,3044,6631,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661106,4255,6632,14 countries,Search,2,Country,2,In general,1000,60,60,1
661107,3067,6632,Aeolian Islands,Search,2,Catalog,5,Lipari,10,30,50,2
661109,3503,6632,stays,Search,2,Catalog,5,Tourist,0,30,71,4
661108,3081,6632,Sicily Aeolian Islands with a visit to Sicily vacation residence with 05 trips,Trip,3,undetected,-1,Lipari,10,240,503,3
661110,3535,6632,Spain Hotel Carlos Canet de Mar,Trip,3,undetected,-1,Tourist,0,30,78,5
661111,3636,6633,n sheet tours,undetected,-2,list_tour,-2,undetected,-2,30,30,1
661112,3044,6634,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661113,3044,6635,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661114,3775,6635,golf,Search,2,Catalog,5,Golf,25,30,50,2
661115,3790,6635,Tunis Tunis Djerba golf camp,Trip,3,undetected,-1,Golf,25,30,62,3
661116,4256,6636,CKP sheet tours,undetected,-2,list_tour,-2,undetected,-2,30,30,1
661117,3044,6637,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661118,3044,6638,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661119,3045,6638,tours with tents,Search,2,Catalog,5,Tourism,1,30,50,2
661120,3752,6638,francie provence natural parks and artists paradise,Trip,3,undetected,-1,Tourism,1,30,62,3
661121,4257,6639,"Austria, Italy relaxing week in the Alps as well. dolomite garden",Trip,3,undetected,-1,Alps,22,30,30,1
661122,3146,6640,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661123,3045,6641,tours with tents,Search,2,Catalog,5,Tourism,1,180,180,1
661124,3058,6641,lastminute,Search,2,Catalog,5,Lastminute,101,120,203,2
661125,3065,6641,CATALOG,Info,4,Send catalog,7,In general,1000,300,629,3
661126,3044,6642,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661127,3589,6643,Corsica emerald island of Corsica,Trip,3,undetected,-1,Tourism,1,30,30,1
661128,4230,6644,expedition,Search,2,Catalog,5,challenging expedition,18,30,30,1
661129,3074,6644,cycling abroad,Search,2,Catalog,5,cyclo,4,120,203,2
661130,3151,6644,"Austro around lakes, mountains and lakes of the Salzkammergut cycling tour",Trip,3,undetected,-1,cyclo,4,120,251,3
661131,3302,6644,Austria after plane through the Alps Tauern bike path cyclo tour,Trip,3,undetected,-1,cyclo,4,30,71,4
661132,3304,6644,dolomites on the flat trail Dravskem Austria Italy,Trip,3,undetected,-1,cyclo,4,540,1409,5
661133,3211,6644,Austria passes Wallis Alps,Trip,3,undetected,-1,cyclo,4,30,83,6
661134,3044,6645,TravelAgency,Info,1,homepage,1,In general,1000,300,300,1
661135,3775,6645,golf,Search,2,Catalog,5,Golf,25,30,50,2
661136,3465,6646,Italy Rome Eternal City holiday metropolis of 05,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
661137,4258,6647,Bulgaria,Search,2,Catalog,5,Bulgaria,15,30,30,1
661138,3214,6647,Bulgaria stay with trips vacation visit to Turkey 05,Trip,3,undetected,-1,Bulgaria,15,30,50,2
661139,3044,6648,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661140,3567,6649,Italy Aeolian Islands with a visit to Sicily,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
661142,3067,6650,Aeolian Islands,Search,2,Catalog,5,Lipari,10,60,101,2
661141,3081,6650,Sicily Aeolian Islands with a visit to Sicily vacation residence with 05 trips,Trip,3,undetected,-1,Lipari,10,240,240,1
661143,3265,6650,Aeolian Islands,Trip,3,undetected,-1,Holiday Shipping,13,30,62,3
661144,3567,6650,Italy Aeolian Islands with a visit to Sicily,Trip,3,undetected,-1,Tours with accommodation,8,60,143,4
661145,4262,6650,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,360,939,5
661146,3064,6650,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,30,83,6
661147,4259,6651,Romania Romania cycling calm and cool cycling tour,Trip,3,undetected,-1,cyclo,4,30,30,1
661148,3044,6652,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661149,3067,6652,Aeolian Islands,Search,2,Catalog,5,Lipari,10,60,101,2
661150,3081,6652,Sicily Aeolian Islands with a visit to Sicily vacation residence with 05 trips,Trip,3,undetected,-1,Lipari,10,120,251,3
661151,3188,6652,Corsica (stay with excursions) holidays 05,Trip,3,undetected,-1,Corsica,11,120,286,4
661152,3076,6652,Spain French Riviera,Trip,3,undetected,-1,Stays with trips,6,60,156,5
661153,3170,6652,France provence natural parks,Trip,3,undetected,-1,Tours with lightweight tourism,19,60,167,6
661154,3224,6652,treasures and secrets of the Crimean peninsula,Trip,3,undetected,-1,Tours with lightweight tourism,19,60,176,7
661155,3231,6652,France Spain French and Spanish Pyrenees,Trip,3,undetected,-1,Tours with lightweight tourism,19,30,92,8
661156,4260,6653,Romania Romania cycling calm and cool cycling tour,Trip,3,undetected,-1,cyclo,4,30,30,1
661163,3044,6654,TravelAgency,Info,1,homepage,1,In general,1000,30,88,7
661157,3163,6654,Montenegro,Search,2,Catalog,5,Montenegro,12,60,60,1
661158,3074,6654,cycling abroad,Search,2,Catalog,5,cyclo,4,30,50,2
661161,3182,6654,alpine skiing skiing,Search,2,Catalog,5,Ski,9,60,156,5
661160,3075,6654,WHOWEARE,Info,4,Who we are,10,In general,1000,30,71,4
661162,3075,6654,WHOWEARE,Info,4,Who we are,10,In general,1000,30,83,6
661159,3303,6654,Montenegro national parks and Sea Black Mountains on a bicycle cycling tour,Trip,3,undetected,-1,cyclo,4,420,881,3
661164,3151,6655,"Austro around lakes, mountains and lakes of the Salzkammergut cycling tour",Trip,3,undetected,-1,cyclo,4,30,30,1
661165,4261,6656,Slovenian mountain lakes and the sea slovenia,Trip,3,undetected,-1,Hiking,3,30,30,1
661166,3216,6657,Ireland &#39;green island&#39;,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
661167,3563,6658,Slovenia Julian Alps,Trip,3,undetected,-1,Hiking,3,30,30,1
661168,3044,6659,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661169,3044,6660,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661170,3044,6660,TravelAgency,Info,1,homepage,1,In general,1000,30,50,2
661171,3843,6661,ireland england ireland wales country Celtic traditions with the famous photographer Jiri Kolbaba,Trip,3,undetected,-1,Tourism,1,30,30,1
661172,3146,6662,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661173,3089,6662,Bulgaria,Search,2,Catalog,5,Bulgaria,15,60,101,2
661175,3058,6662,lastminute,Search,2,Catalog,5,Lastminute,101,30,71,4
661174,3090,6662,Bulgaria stay with holiday trips 05,Trip,3,undetected,-1,Bulgaria,15,30,62,3
661176,3044,6663,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661177,3503,6664,stays,Search,2,Catalog,5,Tourist,0,60,60,1
661178,3065,6664,CATALOG,Info,4,Send catalog,7,In general,1000,30,50,2
661179,3044,6665,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661180,3129,6665,sightseeing tours,Search,2,Catalog,5,Tours with accommodation,8,60,101,2
661182,3052,6665,Far tours,Search,2,Catalog,5,exotica,5,60,143,4
661181,3065,6665,CATALOG,Info,4,Send catalog,7,In general,1000,30,62,3
661183,3065,6665,CATALOG,Info,4,Send catalog,7,In general,1000,30,78,5
661184,3251,6666,ireland england ireland wales Celtic land of traditions and nature parks Wales,Trip,3,undetected,-1,Tourism,1,30,30,1
661185,3709,6666,bargain offer Wales and southern England for 7 days,Trip,3,undetected,-1,School tours,7,30,50,2
661186,4263,6667,for others volcanoes Italy,Trip,3,undetected,-1,School tours,7,30,30,1
661187,3203,6668,lastminute,Search,2,Catalog,5,Lastminute,101,60,60,1
661188,3052,6668,Far tours,Search,2,Catalog,5,exotica,5,30,50,2
661189,4004,6668,Mexico,Trip,3,undetected,-1,exotica,5,30,62,3
661190,3044,6669,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661191,3044,6670,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661194,3044,6670,TravelAgency,Info,1,homepage,1,In general,1000,30,71,4
661195,3044,6670,TravelAgency,Info,1,homepage,1,In general,1000,30,78,5
661192,3067,6670,Aeolian Islands,Search,2,Catalog,5,Lipari,10,30,50,2
661193,3081,6670,Sicily Aeolian Islands with a visit to Sicily vacation residence with 05 trips,Trip,3,undetected,-1,Lipari,10,180,377,3
661196,3775,6671,golf,Search,2,Catalog,5,Golf,25,30,30,1
661197,3044,6672,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661198,3503,6672,stays,Search,2,Catalog,5,Tourist,0,60,101,2
661199,3122,6672,Lefkada air package tours,Trip,3,undetected,-1,Tourist,0,30,62,3
661200,3044,6673,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661201,3044,6674,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661202,3503,6674,stays,Search,2,Catalog,5,Tourist,0,60,101,2
661203,3535,6674,Spain Hotel Carlos Canet de Mar,Trip,3,undetected,-1,Tourist,0,120,251,3
661204,3122,6674,Lefkada air package tours,Trip,3,undetected,-1,Tourist,0,60,143,4
661205,3611,6674,Lefkada air package tours,Trip,3,undetected,-1,Tourist,0,30,78,5
661206,3081,6674,Sicily Aeolian Islands with a visit to Sicily vacation residence with 05 trips,Trip,3,undetected,-1,Lipari,10,60,167,6
661207,3044,6675,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661208,3057,6675,hotelbuses,Search,2,Catalog,5,hotelbuses,17,60,101,2
661209,3065,6675,CATALOG,Info,4,Send catalog,7,In general,1000,60,125,3
661210,3044,6676,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661212,3044,6676,TravelAgency,Info,1,homepage,1,In general,1000,120,251,3
661211,3067,6676,Aeolian Islands,Search,2,Catalog,5,Lipari,10,120,203,2
661213,3067,6676,Aeolian Islands,Search,2,Catalog,5,Lipari,10,30,71,4
661214,3066,6676,DISCOUNT,Info,4,Sales,8,In general,1000,30,78,5
661215,3044,6677,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661216,3775,6677,golf,Search,2,Catalog,5,Golf,25,30,50,2
661218,3049,6677,rafting,Search,2,Catalog,5,rafting,24,60,143,4
661217,3790,6677,Tunis Tunis Djerba golf camp,Trip,3,undetected,-1,Golf,25,60,125,3
661219,3915,6677,Alpine rafting Italian super jewel Nights,Trip,3,undetected,-1,rafting,24,30,78,5
661220,3156,6678,CKP sheet tours,undetected,-2,list_tour,-2,undetected,-2,30,30,1
661221,3146,6679,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661222,3044,6680,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661223,3044,6681,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661224,3146,6682,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661225,3046,6682,hiking,Search,2,Catalog,5,Hiking,3,60,101,2
661226,3140,6682,output Triglav,Trip,3,undetected,-1,Hiking,3,30,62,3
661227,3044,6683,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661228,3811,6684,Switzerland relaxing week in the Alps. Jungfrau,Trip,3,undetected,-1,Alps,22,30,30,1
661229,4257,6685,"Austria, Italy relaxing week in the Alps as well. dolomite garden",Trip,3,undetected,-1,Alps,22,30,30,1
661230,3044,6686,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661231,3044,6687,TravelAgency,Info,1,homepage,1,In general,1000,240,240,1
661232,3044,6687,TravelAgency,Info,1,homepage,1,In general,1000,30,50,2
661233,4033,6688,Corsica (stay with excursions),Trip,3,undetected,-1,Corsica,11,30,30,1
661234,3044,6689,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661235,3428,6690,7 countries,Search,2,Country,2,In general,1000,30,30,1
661236,3044,6691,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661237,3503,6692,stays,Search,2,Catalog,5,Tourist,0,30,30,1
661238,3044,6693,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661239,3293,6694,Lofoten Norway Sweden United Arctic Circle,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
661240,3387,6695,corsica sardinia,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
661241,3044,6696,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661242,3053,6696,light hiking,Search,2,Catalog,5,Neni,-1,120,203,2
661243,3058,6696,lastminute,Search,2,Catalog,5,Lastminute,101,60,125,3
661244,3503,6696,stays,Search,2,Catalog,5,Tourist,0,60,143,4
661246,3129,6696,sightseeing tours,Search,2,Catalog,5,Tours with accommodation,8,60,167,6
661245,3122,6696,Lefkada air package tours,Trip,3,undetected,-1,Tourist,0,120,313,5
661247,3465,6696,Italy Rome Eternal City holiday metropolis of 05,Trip,3,undetected,-1,Tours with accommodation,8,60,176,7
661248,3044,6697,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661249,3044,6697,TravelAgency,Info,1,homepage,1,In general,1000,30,50,2
661250,3044,6697,TravelAgency,Info,1,homepage,1,In general,1000,60,125,3
661251,3044,6697,TravelAgency,Info,1,homepage,1,In general,1000,120,286,4
661252,3044,6697,TravelAgency,Info,1,homepage,1,In general,1000,30,78,5
661253,3044,6697,TravelAgency,Info,1,homepage,1,In general,1000,120,335,6
661254,3044,6697,TravelAgency,Info,1,homepage,1,In general,1000,60,176,7
661255,3044,6697,TravelAgency,Info,1,homepage,1,In general,1000,60,184,8
661256,3044,6697,TravelAgency,Info,1,homepage,1,In general,1000,60,191,9
661257,3044,6697,TravelAgency,Info,1,homepage,1,In general,1000,30,99,10
661258,3044,6697,TravelAgency,Info,1,homepage,1,In general,1000,60,203,11
661259,3044,6697,TravelAgency,Info,1,homepage,1,In general,1000,30,104,12
661260,3044,6697,TravelAgency,Info,1,homepage,1,In general,1000,60,213,13
661261,3044,6697,TravelAgency,Info,1,homepage,1,In general,1000,240,873,14
661262,3064,6697,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,30,111,15
661263,3044,6698,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661264,3045,6698,tours with tents,Search,2,Catalog,5,Tourism,1,420,711,2
661265,3131,6698,Montenegro national parks and mountains Black Sea,Trip,3,undetected,-1,Tourism,1,30,62,3
661266,4264,6699,Austro relaxing week in the Alps vi. Klammstein,Trip,3,undetected,-1,Alps,22,30,30,1
661267,3369,6700,Himalaya Kala Pattar (5545 m) everest bc Mera Peak (6500 m),Trip,3,undetected,-1,VHT,21,30,30,1
661268,3044,6701,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661269,3053,6701,light hiking,Search,2,Catalog,5,Neni,-1,120,203,2
661270,3571,6701,Morocco Morocco grand tour,Trip,3,undetected,-1,Tours with lightweight tourism,19,30,62,3
661271,3044,6702,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661272,3044,6703,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661273,3058,6704,lastminute,Search,2,Catalog,5,Lastminute,101,30,30,1
661274,3044,6705,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661275,3088,6706,Hungary Thermal Spa Harkany,Trip,3,undetected,-1,Stays with trips,6,30,30,1
661276,3044,6707,TravelAgency,Info,1,homepage,1,In general,1000,660,660,1
661280,3044,6707,TravelAgency,Info,1,homepage,1,In general,1000,30,78,5
661278,3244,6707,n insurance,Info,1,Insurance,6,In general,1000,30,62,3
661277,3064,6707,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,780,1320,2
661279,3065,6707,CATALOG,Info,4,Send catalog,7,In general,1000,30,71,4
661281,3361,6708,Balaton: wine volcano swimming,Trip,3,undetected,-1,cyclo,4,30,30,1
661282,3044,6709,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661283,3067,6709,Aeolian Islands,Search,2,Catalog,5,Lipari,10,30,50,2
661284,3081,6709,Sicily Aeolian Islands with a visit to Sicily vacation residence with 05 trips,Trip,3,undetected,-1,Lipari,10,30,62,3
661285,3058,6710,lastminute,Search,2,Catalog,5,Lastminute,101,30,30,1
661286,3371,6711,ireland england ireland wales Celtic land of traditions and nature parks Wales,Trip,3,undetected,-1,Tourism,1,30,30,1
661287,3044,6712,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661288,3047,6712,mountain expedition,Search,2,Catalog,5,VHT,21,30,50,2
661291,3067,6712,Aeolian Islands,Search,2,Catalog,5,Lipari,10,30,78,5
661289,3496,6712,Iran output Damavand (5671 m),Trip,3,undetected,-1,VHT,21,60,125,3
661290,3296,6712,Plato Putorana,Trip,3,undetected,-1,VHT,21,780,1861,4
661292,3044,6713,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661293,3044,6713,TravelAgency,Info,1,homepage,1,In general,1000,240,406,2
661294,3044,6713,TravelAgency,Info,1,homepage,1,In general,1000,30,62,3
661296,4265,6714,91 countries,Search,2,Country,2,In general,1000,30,50,2
661295,3044,6714,TravelAgency,Info,1,homepage,1,In general,1000,120,120,1
661297,3499,6715,Jordan syria turkey,Trip,3,undetected,-1,exotica,5,30,30,1
661298,3044,6716,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661299,3045,6716,tours with tents,Search,2,Catalog,5,Tourism,1,30,50,2
661301,3044,6717,TravelAgency,Info,1,homepage,1,In general,1000,30,50,2
661300,3065,6717,CATALOG,Info,4,Send catalog,7,In general,1000,60,60,1
661302,3044,6718,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661303,3044,6719,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661304,3089,6719,Bulgaria,Search,2,Catalog,5,Bulgaria,15,30,50,2
661305,3044,6720,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661306,3063,6720,expedition,Search,2,Catalog,5,challenging expedition,18,30,50,2
661307,3044,6721,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661308,3503,6721,stays,Search,2,Catalog,5,Tourist,0,30,50,2
661309,3053,6721,light hiking,Search,2,Catalog,5,Neni,-1,30,62,3
661310,3058,6721,lastminute,Search,2,Catalog,5,Lastminute,101,60,143,4
661311,3129,6721,sightseeing tours,Search,2,Catalog,5,Tours with accommodation,8,30,78,5
661312,4266,6721,Italy OIM Vien instead holiday metropolis 05,Trip,3,undetected,-1,Tours with accommodation,8,30,83,6
661320,3044,6722,TravelAgency,Info,1,homepage,1,In general,1000,120,369,8
661327,3044,6722,TravelAgency,Info,1,homepage,1,In general,1000,30,111,15
661317,3056,6722,stays with trips,Search,2,Catalog,5,Stays with trips,6,60,156,5
661313,3290,6722,National Parks and the southern coast of England and Wales,Trip,3,undetected,-1,Tours with lightweight tourism,19,60,60,1
661314,3802,6722,Italy Madesimo mountain summer dream,Trip,3,undetected,-1,Tours with lightweight tourism,19,60,101,2
661315,3349,6722,National parks and Sea of ​​Italy Ligurian Riviera,Trip,3,undetected,-1,Tours with lightweight tourism,19,60,125,3
661316,3571,6722,Morocco Morocco grand tour,Trip,3,undetected,-1,Tours with lightweight tourism,19,30,71,4
661318,3068,6722,Southern Albania with residence in Corfu,Trip,3,undetected,-1,Stays with trips,6,660,1842,6
661319,3188,6722,Corsica (stay with excursions) holidays 05,Trip,3,undetected,-1,Corsica,11,30,88,7
661321,3102,6722,England London with a trip to Stonehenge and Oxford,Trip,3,undetected,-1,Tours with accommodation,8,60,191,9
661322,3216,6722,Ireland &#39;green island&#39;,Trip,3,undetected,-1,Tours with accommodation,8,240,792,10
661323,3135,6722,Scotland United circuit Scotland,Trip,3,undetected,-1,Tours with accommodation,8,60,203,11
661324,3667,6722,france mysterious megaliths seashore and countryside Gallic,Trip,3,undetected,-1,Tours with accommodation,8,120,418,12
661325,3852,6722,Scotland on the Isle of Skye Isle of harris lewis,Trip,3,undetected,-1,Tourism,1,60,213,13
661326,4006,6722,Egypt Land of the Pharaohs (Egypt Sinai) holiday tour of 05,Trip,3,undetected,-1,exotica,5,120,436,14
661329,3348,6722,Sardinia island Nurago,Trip,3,undetected,-1,Stays with trips,6,60,229,17
661330,3161,6722,Elba Corsica Sardinia,Trip,3,undetected,-1,Tourism,1,60,233,18
661331,3348,6722,Sardinia island Nurago,Trip,3,undetected,-1,Stays with trips,6,30,118,19
661328,3064,6722,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,120,452,16
661332,3203,6723,lastminute,Search,2,Catalog,5,Lastminute,101,30,30,1
661333,3920,6724,golf,Search,2,Catalog,5,Golf,25,30,30,1
661334,3044,6725,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661335,3046,6725,hiking,Search,2,Catalog,5,Hiking,3,30,50,2
661336,3044,6726,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661337,3597,6727,sri lanka,Trip,3,undetected,-1,exotica,5,30,30,1
661338,3044,6728,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661339,3044,6729,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661341,3052,6730,Far tours,Search,2,Catalog,5,exotica,5,60,101,2
661342,3058,6730,lastminute,Search,2,Catalog,5,Lastminute,101,30,62,3
661343,3129,6730,sightseeing tours,Search,2,Catalog,5,Tours with accommodation,8,30,71,4
661340,3065,6730,CATALOG,Info,4,Send catalog,7,In general,1000,30,30,1
661356,4268,6731,ground 74,Search,2,Country,2,In general,1000,600,2138,13
661358,3924,6731,13 countries,Search,2,Country,2,In general,1000,30,111,15
661344,3044,6731,TravelAgency,Info,1,homepage,1,In general,1000,180,180,1
661345,3044,6731,TravelAgency,Info,1,homepage,1,In general,1000,30,50,2
661346,3044,6731,TravelAgency,Info,1,homepage,1,In general,1000,60,125,3
661347,3044,6731,TravelAgency,Info,1,homepage,1,In general,1000,240,572,4
661348,3044,6731,TravelAgency,Info,1,homepage,1,In general,1000,60,156,5
661349,3044,6731,TravelAgency,Info,1,homepage,1,In general,1000,180,502,6
661354,3044,6731,TravelAgency,Info,1,homepage,1,In general,1000,30,101,11
661355,3044,6731,TravelAgency,Info,1,homepage,1,In general,1000,30,104,12
661357,3044,6731,TravelAgency,Info,1,homepage,1,In general,1000,60,218,14
661351,3270,6731,school groups,Search,2,Catalog,5,School tours,7,120,369,8
661352,3058,6731,lastminute,Search,2,Catalog,5,Lastminute,101,30,95,9
661359,3270,6731,school groups,Search,2,Catalog,5,School tours,7,30,113,16
661350,3064,6731,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,300,883,7
661353,3064,6731,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,60,198,10
661360,3044,6732,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661361,3175,6732,Alps tourism,Search,2,Catalog,5,Alps,22,30,50,2
661362,3046,6732,hiking,Search,2,Catalog,5,Hiking,3,120,251,3
661363,3057,6732,hotelbuses,Search,2,Catalog,5,hotelbuses,17,30,71,4
661364,3089,6732,Bulgaria,Search,2,Catalog,5,Bulgaria,15,60,156,5
661365,3047,6732,mountain expedition,Search,2,Catalog,5,VHT,21,30,83,6
661366,3182,6732,alpine skiing skiing,Search,2,Catalog,5,Ski,9,60,176,7
661367,3503,6732,stays,Search,2,Catalog,5,Tourist,0,60,184,8
661368,3535,6732,Spain Hotel Carlos Canet de Mar,Trip,3,undetected,-1,Tourist,0,60,191,9
661369,3546,6732,Calabria Mandatoriccio Mare,Trip,3,undetected,-1,Tourist,0,30,99,10
661370,3044,6733,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661371,3046,6733,hiking,Search,2,Catalog,5,Hiking,3,30,50,2
661372,3480,6733,Mont Blanc Gran Paradiso,Trip,3,undetected,-1,Hiking,3,30,62,3
661373,3081,6734,Sicily Aeolian Islands with a visit to Sicily vacation residence with 05 trips,Trip,3,undetected,-1,Lipari,10,60,60,1
661374,3064,6734,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,30,50,2
661375,3044,6735,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661376,3074,6735,cycling abroad,Search,2,Catalog,5,cyclo,4,30,50,2
661378,3045,6736,tours with tents,Search,2,Catalog,5,Tourism,1,30,50,2
661377,3881,6736,Baltics Russia Norway Finland Sweden Great Northern Way,Trip,3,undetected,-1,Tourism,1,60,60,1
661380,3250,6736,Norway Norwegian fjords,Trip,3,undetected,-1,Tours with accommodation,8,30,71,4
