VisitID,Referrer,Day,Hour,Length_seconds,Length_pagecount
4960,URI_45,Tuesday,19,0,1
4961,URI_42,Tuesday,19,0,1
4962,URI_80,Tuesday,19,0,1
4963,URI_80,Tuesday,19,0,1
4964,URI_80,Tuesday,19,0,1
4965,URI_80,Tuesday,19,0,1
4966,URI_20,Tuesday,19,0,2
4967,URI_80,Tuesday,19,0,1
4968,URI_44,Tuesday,19,0,1
4969,URI_0,Tuesday,19,180,3
4970,URI_111,Tuesday,19,120,3
4971,URI_111,Tuesday,20,0,1
4972,URI_0,Tuesday,20,0,1
4973,URI_111,Tuesday,20,120,4
4974,URI_42,Tuesday,20,0,1
4977,URI_80,Tuesday,20,0,1
4978,URI_80,Tuesday,20,0,1
4980,URI_45,Tuesday,20,0,1
4981,URI_128,Tuesday,20,360,4
4982,URI_42,Tuesday,20,0,1
4983,URI_138,Tuesday,20,0,1
4984,URI_15,Tuesday,20,120,2
4985,URI_111,Tuesday,20,0,1
4986,URI_73,Tuesday,20,0,1
4987,URI_80,Tuesday,21,0,1
4988,URI_45,Tuesday,21,0,1
4989,URI_0,Tuesday,21,120,4
4990,URI_80,Tuesday,21,0,1
4991,URI_0,Tuesday,21,0,1
4992,URI_38,Tuesday,21,0,1
4993,URI_9,Tuesday,21,60,3
4994,URI_80,Tuesday,21,0,1
4995,URI_80,Tuesday,21,0,1
4997,URI_111,Tuesday,21,180,3
4999,URI_111,Tuesday,21,60,2
5000,URI_42,Tuesday,21,0,1
5001,URI_39,Tuesday,21,0,2
5002,URI_42,Tuesday,21,0,1
5003,URI_80,Tuesday,21,0,1
5004,URI_0,Tuesday,22,540,6
5005,URI_80,Tuesday,21,0,1
5006,URI_45,Tuesday,21,0,1
5007,URI_51,Tuesday,21,0,1
5008,URI_9,Tuesday,22,60,3
5009,URI_9,Tuesday,22,0,1
5010,URI_111,Tuesday,22,0,2
5011,URI_0,Tuesday,22,0,1
5012,URI_111,Tuesday,22,180,2
5013,URI_80,Tuesday,22,0,1
5014,URI_80,Tuesday,22,0,1
5015,URI_100,Tuesday,22,120,3
5016,URI_88,Tuesday,22,0,1
5017,URI_39,Tuesday,22,120,2
5018,URI_80,Tuesday,22,0,1
5019,URI_0,Tuesday,23,0,1
5020,URI_100,Tuesday,23,0,1
5021,URI_45,Tuesday,23,120,3
5022,URI_0,Tuesday,23,0,1
5023,URI_111,Wednesday,0,720,25
5024,URI_0,Tuesday,23,0,1
5025,URI_80,Tuesday,23,0,1
5026,URI_80,Wednesday,0,0,1
5027,URI_132,Wednesday,0,0,1
5028,URI_0,Wednesday,0,300,16
5029,URI_9,Wednesday,0,0,2
5030,URI_42,Wednesday,1,0,1
5031,URI_0,Wednesday,2,0,1
5032,URI_110,Wednesday,2,0,1
5033,URI_80,Wednesday,2,0,1
5035,URI_92,Wednesday,6,180,5
5037,URI_0,Wednesday,6,0,1
5038,URI_0,Wednesday,6,240,5
5039,URI_0,Wednesday,6,0,1
5040,URI_132,Wednesday,6,0,1
5041,URI_9,Wednesday,7,1920,8
5042,URI_0,Wednesday,7,360,7
5043,URI_45,Wednesday,7,300,4
5044,URI_60,Wednesday,7,0,1
5045,URI_42,Wednesday,7,0,1
5046,URI_39,Wednesday,7,240,9
5047,URI_0,Wednesday,7,240,3
5048,URI_111,Wednesday,7,120,2
5049,URI_0,Wednesday,7,60,3
5050,URI_0,Wednesday,8,1500,6
5051,URI_0,Wednesday,8,0,1
5052,URI_0,Wednesday,8,0,1
5053,URI_0,Wednesday,8,0,1
5054,URI_38,Wednesday,8,0,1
5055,URI_80,Wednesday,8,0,2
5056,URI_39,Wednesday,8,0,1
5057,URI_80,Wednesday,8,60,2
5058,URI_0,Wednesday,8,0,1
5059,URI_42,Wednesday,8,0,1
5060,URI_45,Wednesday,8,0,1
5061,URI_15,Wednesday,8,0,1
5062,URI_38,Wednesday,8,0,1
5063,URI_38,Wednesday,8,0,1
5064,URI_38,Wednesday,8,0,1
5065,URI_45,Wednesday,8,0,1
5066,URI_0,Wednesday,8,0,1
5067,URI_0,Wednesday,8,0,1
5068,URI_45,Wednesday,8,0,1
5069,URI_0,Wednesday,8,0,1
5070,URI_45,Wednesday,8,0,1
5071,URI_9,Wednesday,8,0,1
5072,URI_42,Wednesday,8,0,1
5073,URI_111,Wednesday,9,1620,18
5074,URI_42,Wednesday,8,0,1
5075,URI_0,Wednesday,8,0,1
5076,URI_38,Wednesday,8,0,1
5077,URI_44,Wednesday,9,0,1
5078,URI_80,Wednesday,9,0,1
5079,URI_45,Wednesday,9,960,2
5080,URI_0,Wednesday,9,1020,2
5081,URI_0,Wednesday,9,180,5
5082,URI_0,Wednesday,9,0,1
5083,URI_65,Wednesday,9,0,2
5084,URI_0,Wednesday,9,0,1
5085,URI_39,Wednesday,9,0,1
5086,URI_80,Wednesday,9,0,1
5087,URI_136,Wednesday,9,0,1
5088,URI_111,Wednesday,9,60,2
5089,URI_0,Wednesday,9,60,2
5090,URI_0,Wednesday,9,0,2
5091,URI_0,Wednesday,9,60,3
5092,URI_80,Wednesday,9,0,1
5093,URI_64,Wednesday,10,600,3
5094,URI_111,Wednesday,9,0,1
5095,URI_17,Wednesday,9,0,1
5096,URI_111,Wednesday,9,0,1
5097,URI_42,Wednesday,10,60,2
5098,URI_45,Wednesday,10,0,1
5099,URI_119,Wednesday,10,0,1
5100,URI_20,Wednesday,10,0,1
5101,URI_64,Wednesday,10,420,5
5102,URI_0,Wednesday,10,0,1
5103,URI_41,Wednesday,10,720,8
5104,URI_0,Wednesday,10,0,1
5105,URI_111,Wednesday,10,0,1
5106,URI_111,Wednesday,10,480,3
5107,URI_0,Wednesday,10,840,6
5108,URI_80,Wednesday,10,0,1
5110,URI_119,Wednesday,10,0,1
5111,URI_0,Wednesday,10,0,1
5112,URI_70,Wednesday,10,0,1
5113,URI_78,Wednesday,10,60,2
5114,URI_45,Wednesday,10,0,1
5115,URI_68,Wednesday,10,0,1
5116,URI_111,Wednesday,10,120,3
5117,URI_0,Wednesday,10,0,1
5118,URI_80,Wednesday,10,0,3
5119,URI_45,Wednesday,10,0,1
5120,URI_111,Wednesday,10,180,2
5121,URI_80,Wednesday,10,0,1
5122,URI_45,Wednesday,10,0,1
5123,URI_0,Wednesday,10,0,1
5124,URI_45,Wednesday,10,0,1
5125,URI_38,Wednesday,10,0,1
5126,URI_0,Wednesday,10,0,4
5127,URI_42,Wednesday,10,180,5
5128,URI_111,Wednesday,10,840,12
5129,URI_0,Wednesday,10,0,1
5130,URI_42,Wednesday,10,0,1
5131,URI_38,Wednesday,10,0,1
5132,URI_45,Wednesday,10,0,1
5133,URI_0,Wednesday,10,0,1
5134,URI_119,Wednesday,10,0,1
5135,URI_88,Wednesday,10,0,1
5136,URI_0,Wednesday,10,0,1
5137,URI_80,Wednesday,10,0,1
5138,URI_0,Wednesday,10,0,1
5139,URI_111,Wednesday,10,0,1
5140,URI_38,Wednesday,10,0,1
5141,URI_53,Wednesday,10,0,1
5142,URI_111,Wednesday,10,0,1
5143,URI_41,Wednesday,11,1200,6
5146,URI_0,Wednesday,10,0,1
5147,URI_80,Wednesday,10,0,1
5148,URI_0,Wednesday,10,0,1
5149,URI_42,Wednesday,11,120,2
5150,URI_0,Wednesday,11,600,5
5151,URI_80,Wednesday,11,0,1
5152,URI_111,Wednesday,11,60,2
5153,URI_0,Wednesday,11,0,1
5154,URI_111,Wednesday,11,0,1
5155,URI_80,Wednesday,11,0,2
5156,URI_0,Wednesday,11,0,1
5157,URI_9,Wednesday,11,60,3
5158,URI_0,Wednesday,11,0,1
5159,URI_110,Wednesday,11,120,4
5160,URI_55,Wednesday,11,0,1
5161,URI_39,Wednesday,11,0,1
5162,URI_111,Wednesday,11,300,6
5163,URI_45,Wednesday,11,0,1
5164,URI_64,Wednesday,11,0,1
5165,URI_101,Wednesday,11,60,2
5166,URI_39,Wednesday,11,60,3
5167,URI_38,Wednesday,11,60,2
5168,URI_42,Wednesday,11,60,2
5169,URI_42,Wednesday,12,720,16
5170,URI_45,Wednesday,11,0,1
5171,URI_0,Wednesday,11,0,1
5172,URI_80,Wednesday,11,0,1
5173,URI_138,Wednesday,11,0,1
5174,URI_100,Wednesday,12,960,3
5175,URI_80,Wednesday,11,0,1
5176,URI_131,Wednesday,12,60,3
5177,URI_111,Wednesday,12,540,7
5178,URI_0,Wednesday,12,0,1
5179,URI_45,Wednesday,12,0,1
5180,URI_0,Wednesday,12,180,5
5181,URI_45,Wednesday,12,0,1
5182,URI_0,Wednesday,12,240,3
5183,URI_12,Wednesday,12,0,1
5184,URI_83,Wednesday,12,0,1
5185,URI_39,Wednesday,12,360,6
5186,URI_38,Wednesday,12,60,2
5187,URI_0,Wednesday,12,60,3
5188,URI_9,Wednesday,12,240,4
5189,URI_51,Wednesday,12,1200,9
5190,URI_80,Wednesday,12,0,1
5191,URI_38,Wednesday,12,120,2
5192,URI_0,Wednesday,12,0,1
5193,URI_0,Wednesday,12,0,1
5194,URI_45,Wednesday,12,0,1
5195,URI_45,Wednesday,12,0,1
5196,URI_45,Wednesday,12,0,1
5197,URI_38,Wednesday,12,360,3
5198,URI_0,Wednesday,12,0,1
5199,URI_80,Wednesday,12,0,1
5200,URI_45,Wednesday,12,0,1
5201,URI_45,Wednesday,12,0,1
5202,URI_68,Wednesday,12,0,1
5203,URI_0,Wednesday,12,0,1
5204,URI_9,Wednesday,13,60,3
5205,URI_80,Wednesday,13,0,1
5206,URI_0,Wednesday,13,0,1
5207,URI_0,Wednesday,13,0,1
5208,URI_0,Wednesday,13,60,3
5209,URI_0,Wednesday,13,120,3
5210,URI_38,Wednesday,13,0,1
5211,URI_80,Wednesday,13,0,1
5212,URI_9,Wednesday,13,780,12
5213,URI_42,Wednesday,13,0,1
5214,URI_39,Wednesday,13,0,1
5215,URI_42,Wednesday,13,360,5
5216,URI_111,Wednesday,13,540,12
5217,URI_111,Wednesday,13,0,1
5218,URI_0,Wednesday,13,0,1
5219,URI_0,Wednesday,13,0,1
5220,URI_42,Wednesday,13,180,2
5221,URI_118,Wednesday,13,0,1
5222,URI_45,Wednesday,13,0,1
5223,URI_9,Wednesday,13,120,2
5224,URI_121,Wednesday,13,60,2
5225,URI_42,Wednesday,13,60,3
5226,URI_0,Wednesday,14,1440,8
5227,URI_0,Wednesday,13,0,1
5228,URI_0,Wednesday,14,0,1
5229,URI_45,Wednesday,14,0,1
5230,URI_45,Wednesday,14,1560,6
5231,URI_93,Wednesday,14,240,6
5232,URI_0,Wednesday,14,0,1
5233,URI_42,Wednesday,14,240,5
5234,URI_45,Wednesday,14,0,1
5235,URI_119,Wednesday,14,0,1
5236,URI_39,Wednesday,14,0,1
5237,URI_5,Wednesday,14,0,3
5238,URI_0,Wednesday,14,0,3
5239,URI_45,Wednesday,14,0,1
5240,URI_80,Wednesday,14,0,1
5241,URI_0,Wednesday,15,3060,10
5242,URI_80,Wednesday,14,0,1
5243,URI_38,Wednesday,14,0,1
5244,URI_138,Wednesday,14,60,2
5245,URI_9,Wednesday,14,60,4
5246,URI_39,Wednesday,14,60,3
5247,URI_111,Wednesday,14,420,6
5248,URI_0,Wednesday,14,1380,7
5249,URI_130,Wednesday,14,0,2
5250,URI_5,Wednesday,14,60,2
5251,URI_0,Wednesday,14,0,3
5252,URI_42,Wednesday,14,180,3
5253,URI_80,Wednesday,14,0,1
5254,URI_45,Wednesday,14,0,1
5255,URI_38,Wednesday,14,60,2
5256,URI_0,Wednesday,14,0,1
5257,URI_80,Wednesday,14,0,1
5258,URI_100,Wednesday,14,0,1
5259,URI_45,Wednesday,14,0,1
5260,URI_80,Wednesday,14,0,1
5261,URI_131,Wednesday,16,5280,20
5262,URI_0,Wednesday,14,0,1
5263,URI_42,Wednesday,14,0,1
5264,URI_45,Wednesday,15,0,1
5265,URI_110,Wednesday,15,180,2
5266,URI_45,Wednesday,15,0,1
5267,URI_0,Wednesday,15,60,4
5268,URI_94,Wednesday,15,480,3
5269,URI_39,Wednesday,15,420,5
5270,URI_0,Wednesday,15,900,6
5271,URI_80,Wednesday,15,0,1
5272,URI_0,Wednesday,15,0,1
5273,URI_42,Wednesday,15,60,2
5274,URI_132,Wednesday,15,0,1
5275,URI_0,Wednesday,15,0,1
5276,URI_0,Wednesday,15,0,1
5277,URI_0,Wednesday,15,0,1
5278,URI_80,Wednesday,15,0,1
5279,URI_0,Wednesday,15,60,3
5280,URI_111,Wednesday,15,420,11
5281,URI_0,Wednesday,15,0,1
5282,URI_42,Wednesday,15,0,1
5283,URI_39,Wednesday,15,0,1
5284,URI_111,Wednesday,15,0,3
5285,URI_100,Wednesday,16,1140,12
5286,URI_0,Wednesday,15,0,1
5287,URI_111,Wednesday,15,0,2
5288,URI_80,Wednesday,15,0,1
5289,URI_45,Wednesday,15,0,1
5290,URI_39,Wednesday,15,0,1
5291,URI_0,Wednesday,15,0,1
5292,URI_0,Wednesday,15,0,3
5293,URI_0,Wednesday,15,0,1
5294,URI_110,Wednesday,15,240,7
5295,URI_9,Wednesday,15,60,2
5296,URI_44,Wednesday,15,0,1
5297,URI_0,Wednesday,15,0,1
5298,URI_132,Wednesday,15,0,1
5299,URI_0,Wednesday,15,0,1
5300,URI_111,Wednesday,16,120,2
5301,URI_0,Wednesday,16,0,1
5302,URI_0,Wednesday,16,0,1
5303,URI_0,Wednesday,16,120,4
5304,URI_0,Wednesday,16,420,11
5305,URI_0,Wednesday,16,240,6
5306,URI_45,Wednesday,16,0,1
5307,URI_0,Wednesday,16,0,1
5308,URI_0,Wednesday,16,0,1
5310,URI_132,Wednesday,16,0,1
5311,URI_0,Wednesday,16,120,2
5312,URI_111,Wednesday,16,0,1
5313,URI_111,Wednesday,16,420,4
5314,URI_111,Wednesday,16,300,3
5315,URI_45,Wednesday,16,0,1
5316,URI_55,Wednesday,16,0,2
5317,URI_0,Wednesday,16,0,1
5318,URI_39,Wednesday,16,0,1
5319,URI_111,Wednesday,16,0,1
5320,URI_0,Wednesday,16,0,1
5321,URI_0,Wednesday,16,0,1
5322,URI_39,Wednesday,16,240,4
5323,URI_132,Wednesday,16,0,1
5324,URI_0,Wednesday,16,60,2
5325,URI_42,Wednesday,16,0,1
5326,URI_0,Wednesday,16,0,1
5327,URI_0,Wednesday,16,60,2
5328,URI_13,Wednesday,17,120,3
5329,URI_80,Wednesday,17,0,1
5330,URI_45,Wednesday,17,0,1
5331,URI_0,Wednesday,17,600,9
5332,URI_42,Wednesday,17,0,1
5333,URI_80,Wednesday,17,0,1
5334,URI_80,Wednesday,17,0,1
5335,URI_5,Wednesday,17,0,1
5336,URI_45,Wednesday,17,0,1
5337,URI_45,Wednesday,17,0,1
5338,URI_0,Wednesday,17,60,2
5339,URI_68,Wednesday,17,120,4
5340,URI_0,Wednesday,17,180,3
5341,URI_0,Wednesday,17,0,1
5342,URI_0,Wednesday,17,0,1
5343,URI_42,Wednesday,17,0,1
5344,URI_34,Wednesday,17,120,4
5345,URI_0,Wednesday,17,0,1
5346,URI_0,Wednesday,17,0,1
5347,URI_0,Wednesday,17,0,1
5348,URI_0,Wednesday,17,0,1
5349,URI_42,Wednesday,17,0,1
5350,URI_111,Wednesday,17,0,2
5351,URI_0,Wednesday,18,0,2
5352,URI_0,Wednesday,18,60,4
5353,URI_80,Wednesday,18,60,2
5354,URI_39,Wednesday,18,0,1
5356,URI_111,Wednesday,18,600,5
5357,URI_93,Wednesday,18,0,1
5358,URI_138,Wednesday,18,0,1
5359,URI_64,Wednesday,18,0,1
5360,URI_119,Wednesday,18,0,1
5361,URI_42,Wednesday,18,0,1
5362,URI_42,Wednesday,19,180,2
5363,URI_0,Wednesday,18,0,1
5364,URI_34,Wednesday,19,120,2
5365,URI_80,Wednesday,19,0,1
5366,URI_45,Wednesday,19,0,1
5367,URI_42,Wednesday,19,420,5
5368,URI_38,Wednesday,19,0,1
5369,URI_42,Wednesday,19,0,1
5370,URI_80,Wednesday,19,0,1
5371,URI_45,Wednesday,19,0,1
5372,URI_45,Wednesday,19,0,1
5373,URI_102,Wednesday,19,0,1
5374,URI_111,Wednesday,19,0,1
5375,URI_45,Wednesday,19,120,3
5377,URI_0,Wednesday,20,0,1
5379,URI_80,Wednesday,20,0,1
5380,URI_15,Wednesday,20,0,1
5381,URI_9,Wednesday,20,180,3
5382,URI_45,Wednesday,20,0,1
5383,URI_119,Wednesday,20,0,1
5384,URI_0,Wednesday,20,60,3
5385,URI_0,Wednesday,20,0,1
5386,URI_111,Wednesday,20,0,1
5388,URI_45,Wednesday,20,0,1
5389,URI_42,Wednesday,21,60,3
5390,URI_44,Wednesday,21,0,1
5391,URI_39,Wednesday,21,120,4
5392,URI_70,Wednesday,21,780,9
5394,URI_131,Wednesday,21,60,2
5396,URI_137,Wednesday,21,0,1
5397,URI_80,Wednesday,21,0,1
5398,URI_93,Wednesday,21,180,5
5399,URI_0,Wednesday,21,1320,14
5400,URI_45,Wednesday,21,0,1
5401,URI_45,Wednesday,21,0,1
5402,URI_111,Wednesday,21,60,3
5403,URI_0,Wednesday,21,0,2
5404,URI_0,Wednesday,21,0,1
5405,URI_110,Wednesday,22,1740,17
5406,URI_44,Wednesday,22,0,1
5407,URI_0,Wednesday,22,0,1
5408,URI_111,Wednesday,22,60,2
5409,URI_80,Wednesday,22,0,1
5410,URI_39,Wednesday,22,600,5
5411,URI_9,Wednesday,22,300,4
5412,URI_93,Wednesday,22,60,2
5413,URI_0,Wednesday,22,0,1
5414,URI_80,Wednesday,22,0,1
5415,URI_80,Wednesday,22,0,1
5416,URI_93,Wednesday,22,0,2
5417,URI_0,Wednesday,22,0,3
5419,URI_106,Wednesday,23,1080,17
5420,URI_45,Wednesday,23,0,1
5421,URI_42,Wednesday,23,360,4
5422,URI_80,Thursday,0,0,1
5423,URI_80,Thursday,0,0,1
5425,URI_0,Thursday,0,0,1
5426,URI_110,Thursday,0,60,2
5427,URI_0,Thursday,0,0,1
5428,URI_80,Thursday,0,0,2
5429,URI_0,Thursday,0,0,1
5430,URI_89,Thursday,0,120,4
5431,URI_38,Thursday,1,60,2
5432,URI_39,Thursday,1,60,3
5433,URI_0,Thursday,6,120,3
5434,URI_132,Thursday,6,0,1
5435,URI_111,Thursday,6,0,1
5436,URI_64,Thursday,6,0,1
5437,URI_0,Thursday,6,0,1
5438,URI_111,Thursday,6,60,3
5440,URI_0,Thursday,6,120,3
5441,URI_45,Thursday,6,0,1
5442,URI_108,Thursday,6,0,1
5443,URI_45,Thursday,7,0,1
5444,URI_89,Thursday,7,120,3
5445,URI_86,Thursday,7,0,1
5446,URI_9,Thursday,7,120,4
5447,URI_80,Thursday,7,0,1
5448,URI_0,Thursday,7,60,4
5449,URI_9,Thursday,7,60,3
5450,URI_42,Thursday,7,120,4
5451,URI_42,Thursday,7,60,3
5452,URI_45,Thursday,7,0,1
5453,URI_51,Thursday,7,0,1
5454,URI_139,Thursday,7,0,2
5455,URI_0,Thursday,8,0,1
5456,URI_111,Thursday,8,0,2
5457,URI_45,Thursday,8,0,1
5458,URI_80,Thursday,8,0,1
5459,URI_93,Thursday,9,2520,22
5460,URI_42,Thursday,8,0,1
5461,URI_41,Thursday,8,120,4
5462,URI_45,Thursday,8,0,1
5463,URI_80,Thursday,8,0,1
5464,URI_0,Thursday,8,0,2
5465,URI_0,Thursday,8,60,5
5466,URI_44,Thursday,8,0,1
5467,URI_15,Thursday,9,0,1
5468,URI_9,Thursday,9,660,8
5469,URI_0,Thursday,9,0,1
5470,URI_39,Thursday,9,0,1
5471,URI_111,Thursday,9,540,12
5472,URI_38,Thursday,9,0,1
5473,URI_38,Thursday,9,60,2
5474,URI_0,Thursday,9,0,1
5475,URI_101,Thursday,9,0,1
5476,URI_111,Thursday,9,0,1
5477,URI_42,Thursday,9,60,2
5479,URI_45,Thursday,9,60,2
5480,URI_0,Thursday,9,0,1
5481,URI_38,Thursday,10,240,6
5482,URI_111,Thursday,10,900,3
5483,URI_39,Thursday,10,0,1
5484,URI_42,Thursday,10,120,5
5485,URI_80,Thursday,10,0,1
5486,URI_0,Thursday,10,600,5
5487,URI_0,Thursday,10,1320,8
5488,URI_80,Thursday,10,0,1
5489,URI_39,Thursday,10,0,1
5490,URI_111,Thursday,10,360,3
5491,URI_0,Thursday,10,0,1
5492,URI_0,Thursday,10,120,3
5493,URI_42,Thursday,10,120,7
5494,URI_23,Thursday,10,60,2
5495,URI_45,Thursday,10,0,1
5496,URI_45,Thursday,10,0,1
5497,URI_0,Thursday,10,0,1
5499,URI_44,Thursday,10,0,1
5500,URI_0,Thursday,10,60,2
5501,URI_80,Thursday,10,0,1
5502,URI_0,Thursday,10,1020,6
5503,URI_45,Thursday,10,0,1
5504,URI_9,Thursday,10,0,1
5505,URI_111,Thursday,10,0,1
5506,URI_123,Thursday,10,0,1
5507,URI_9,Thursday,10,0,1
5508,URI_111,Thursday,10,300,12
5509,URI_44,Thursday,10,60,2
5510,URI_0,Thursday,10,540,7
5511,URI_80,Thursday,10,0,1
5512,URI_80,Thursday,10,0,1
5513,URI_80,Thursday,11,540,5
5514,URI_45,Thursday,11,360,4
5515,URI_0,Thursday,11,0,1
5516,URI_80,Thursday,11,0,1
5517,URI_43,Thursday,11,0,1
5518,URI_0,Thursday,11,60,3
5519,URI_0,Thursday,11,180,7
5520,URI_0,Thursday,11,120,4
5521,URI_80,Thursday,11,0,1
5522,URI_0,Thursday,11,1080,16
5523,URI_42,Thursday,11,300,2
5524,URI_0,Thursday,11,0,1
5525,URI_132,Thursday,11,0,1
5526,URI_0,Thursday,11,0,1
5527,URI_0,Thursday,11,0,1
5528,URI_0,Thursday,11,0,1
5529,URI_92,Thursday,11,660,5
5530,URI_0,Thursday,11,180,6
5531,URI_0,Thursday,11,300,5
5532,URI_42,Thursday,11,240,6
5533,URI_44,Thursday,11,0,1
5534,URI_45,Thursday,11,0,1
5535,URI_80,Thursday,11,360,4
5536,URI_119,Thursday,11,0,1
5537,URI_119,Thursday,11,60,2
5538,URI_41,Thursday,11,0,1
5539,URI_45,Thursday,11,60,2
5540,URI_111,Thursday,11,0,2
5541,URI_0,Thursday,11,0,2
5542,URI_9,Thursday,11,0,2
5543,URI_0,Thursday,12,60,4
5544,URI_38,Thursday,11,0,1
5545,URI_0,Thursday,12,60,3
5546,URI_9,Thursday,12,120,3
5547,URI_39,Thursday,12,0,1
5548,URI_111,Thursday,12,0,1
5549,URI_44,Thursday,12,0,1
5550,URI_0,Thursday,12,300,4
5551,URI_80,Thursday,12,60,2
5552,URI_42,Thursday,12,0,1
5553,URI_80,Thursday,12,0,1
5554,URI_45,Thursday,12,0,1
5555,URI_0,Thursday,12,0,3
5556,URI_111,Thursday,12,180,4
5557,URI_132,Thursday,12,0,1
5558,URI_70,Thursday,12,0,1
5559,URI_38,Thursday,12,0,1
5560,URI_111,Thursday,12,0,1
5561,URI_0,Thursday,12,0,1
5562,URI_70,Thursday,12,120,4
5563,URI_0,Thursday,12,0,1
5564,URI_101,Thursday,12,0,1
5565,URI_111,Thursday,12,0,1
5566,URI_42,Thursday,12,0,1
5567,URI_0,Thursday,12,0,1
5568,URI_111,Thursday,12,480,2
5569,URI_45,Thursday,12,0,1
5570,URI_45,Thursday,12,60,2
5571,URI_80,Thursday,12,0,1
5572,URI_78,Thursday,12,60,3
5573,URI_39,Thursday,12,0,1
5574,URI_10,Thursday,12,0,1
5575,URI_0,Thursday,13,180,6
5576,URI_16,Thursday,13,0,1
5577,URI_93,Thursday,13,0,1
5578,URI_119,Thursday,13,0,1
5579,URI_100,Thursday,13,0,1
5581,URI_45,Thursday,13,0,1
5582,URI_80,Thursday,13,0,2
5583,URI_108,Thursday,13,0,1
5584,URI_38,Thursday,13,120,3
5585,URI_39,Thursday,13,0,2
5586,URI_100,Thursday,13,0,1
5587,URI_0,Thursday,13,0,1
5588,URI_64,Thursday,13,600,8
5589,URI_42,Thursday,13,0,1
5590,URI_111,Thursday,13,1560,10
5591,URI_0,Thursday,13,240,6
5592,URI_37,Thursday,13,0,2
5593,URI_100,Thursday,13,180,2
5594,URI_0,Thursday,13,360,4
5595,URI_0,Thursday,13,180,3
5596,URI_80,Thursday,13,0,1
5597,URI_80,Thursday,13,0,1
5598,URI_111,Thursday,13,0,1
5599,URI_42,Thursday,13,0,1
5600,URI_42,Thursday,13,180,3
5601,URI_89,Thursday,13,0,1
5602,URI_80,Thursday,13,0,1
5603,URI_111,Thursday,13,0,1
5604,URI_80,Thursday,13,0,1
5605,URI_111,Thursday,13,60,2
5606,URI_0,Thursday,13,0,1
5607,URI_111,Thursday,13,60,2
5608,URI_45,Thursday,13,0,1
5609,URI_92,Thursday,13,60,3
5610,URI_20,Thursday,13,0,1
5611,URI_80,Thursday,14,0,1
5612,URI_101,Thursday,14,0,1
5613,URI_0,Thursday,14,60,4
5614,URI_101,Thursday,14,0,1
5615,URI_0,Thursday,14,0,1
5616,URI_123,Thursday,14,0,1
5617,URI_0,Thursday,14,0,1
5618,URI_80,Thursday,14,0,1
5619,URI_80,Thursday,14,0,1
5620,URI_0,Thursday,14,0,3
5621,URI_42,Thursday,14,0,1
5622,URI_80,Thursday,14,0,2
5623,URI_9,Thursday,14,0,1
5624,URI_111,Thursday,14,0,2
5625,URI_39,Thursday,14,0,1
5626,URI_42,Thursday,14,0,1
5628,URI_0,Thursday,14,0,1
5629,URI_111,Thursday,14,60,2
5630,URI_45,Thursday,14,0,1
5631,URI_80,Thursday,14,0,1
5632,URI_116,Thursday,14,120,4
5633,URI_0,Thursday,14,0,1
5634,URI_45,Thursday,14,0,1
5635,URI_0,Thursday,14,120,4
5636,URI_42,Thursday,14,0,1
5637,URI_0,Thursday,14,0,1
5638,URI_0,Thursday,14,480,5
5639,URI_111,Thursday,14,240,3
5640,URI_0,Thursday,14,480,9
5641,URI_0,Thursday,14,0,1
5642,URI_101,Thursday,14,0,1
5643,URI_45,Thursday,14,0,1
5644,URI_0,Thursday,14,0,1
5645,URI_110,Thursday,14,120,3
5646,URI_73,Thursday,14,0,1
5647,URI_45,Thursday,15,480,3
5648,URI_42,Thursday,14,0,1
5649,URI_111,Thursday,15,780,16
5650,URI_73,Thursday,14,0,1
5651,URI_38,Thursday,14,0,1
5652,URI_80,Thursday,15,0,1
5653,URI_45,Thursday,15,0,1
5654,URI_80,Thursday,15,0,1
5655,URI_0,Thursday,15,0,1
5656,URI_111,Thursday,15,0,1
5657,URI_39,Thursday,15,0,1
5658,URI_111,Thursday,15,960,8
5659,URI_38,Thursday,15,0,1
5660,URI_47,Thursday,15,0,1
5661,URI_111,Thursday,15,120,2
5662,URI_0,Thursday,15,480,7
5663,URI_45,Thursday,15,0,1
5664,URI_80,Thursday,15,0,1
5665,URI_132,Thursday,15,0,1
5666,URI_111,Thursday,15,120,3
5667,URI_80,Thursday,15,0,1
5668,URI_80,Thursday,15,0,1
5669,URI_0,Thursday,15,0,1
5671,URI_45,Thursday,15,0,1
5672,URI_42,Thursday,15,0,1
5673,URI_42,Thursday,15,0,1
5674,URI_111,Thursday,16,840,12
5675,URI_132,Thursday,15,0,1
5676,URI_80,Thursday,15,0,1
5677,URI_0,Thursday,15,300,5
5678,URI_80,Thursday,15,0,1
5679,URI_0,Thursday,15,0,1
5680,URI_0,Thursday,15,0,1
5681,URI_0,Thursday,16,0,1
5682,URI_0,Thursday,16,240,9
5683,URI_80,Thursday,16,0,1
5684,URI_111,Thursday,16,0,1
5685,URI_44,Thursday,16,0,1
5686,URI_0,Thursday,16,0,1
5687,URI_0,Thursday,16,0,1
5688,URI_45,Thursday,16,600,6
5689,URI_0,Thursday,16,0,1
5690,URI_111,Thursday,16,60,2
5691,URI_45,Thursday,16,0,1
5692,URI_0,Thursday,16,0,1
5693,URI_9,Thursday,16,0,1
5694,URI_39,Thursday,16,0,1
